GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSA,ANRCA,CBSAA,CSAA,METDIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,BTTRA,BTBGA,TL_GEO_ID,NAME_E,AUO6E001,NAME_M,AUO6M001
G0600750016900,2020-2024,CA,,,California,06,San Francisco County,075,,,016900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075016900,,,06075016900,"Census Tract 169, San Francisco County, California",2889,"Census Tract 169, San Francisco County, California",469
G0600750017000,2020-2024,CA,,,California,06,San Francisco County,075,,,017000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017000,,,06075017000,"Census Tract 170, San Francisco County, California",4061,"Census Tract 170, San Francisco County, California",536
G0600750017101,2020-2024,CA,,,California,06,San Francisco County,075,,,017101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017101,,,06075017101,"Census Tract 171.01, San Francisco County, California",4003,"Census Tract 171.01, San Francisco County, California",561
G0600750017102,2020-2024,CA,,,California,06,San Francisco County,075,,,017102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017102,,,06075017102,"Census Tract 171.02, San Francisco County, California",3165,"Census Tract 171.02, San Francisco County, California",368
G0600750017602,2020-2024,CA,,,California,06,San Francisco County,075,,,017602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017602,,,06075017602,"Census Tract 176.02, San Francisco County, California",3560,"Census Tract 176.02, San Francisco County, California",850
G0600750017603,2020-2024,CA,,,California,06,San Francisco County,075,,,017603,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017603,,,06075017603,"Census Tract 176.03, San Francisco County, California",4964,"Census Tract 176.03, San Francisco County, California",607
G0600750017604,2020-2024,CA,,,California,06,San Francisco County,075,,,017604,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017604,,,06075017604,"Census Tract 176.04, San Francisco County, California",3965,"Census Tract 176.04, San Francisco County, California",401
G0600750017700,2020-2024,CA,,,California,06,San Francisco County,075,,,017700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017700,,,06075017700,"Census Tract 177, San Francisco County, California",2946,"Census Tract 177, San Francisco County, California",349
G0600750017801,2020-2024,CA,,,California,06,San Francisco County,075,,,017801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017801,,,06075017801,"Census Tract 178.01, San Francisco County, California",3019,"Census Tract 178.01, San Francisco County, California",383
G0600750017803,2020-2024,CA,,,California,06,San Francisco County,075,,,017803,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017803,,,06075017803,"Census Tract 178.03, San Francisco County, California",2415,"Census Tract 178.03, San Francisco County, California",484
G0600750017804,2020-2024,CA,,,California,06,San Francisco County,075,,,017804,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017804,,,06075017804,"Census Tract 178.04, San Francisco County, California",4380,"Census Tract 178.04, San Francisco County, California",596
G0600750017903,2020-2024,CA,,,California,06,San Francisco County,075,,,017903,,,,,,,,,,,,,,,,,,,,,,,1400000US06075017903,,,06075017903,"Census Tract 179.03, San Francisco County, California",2429,"Census Tract 179.03, San Francisco County, California",417
G0600750018000,2020-2024,CA,,,California,06,San Francisco County,075,,,018000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075018000,,,06075018000,"Census Tract 180, San Francisco County, California",3492,"Census Tract 180, San Francisco County, California",639
G0600750020101,2020-2024,CA,,,California,06,San Francisco County,075,,,020101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020101,,,06075020101,"Census Tract 201.01, San Francisco County, California",3943,"Census Tract 201.01, San Francisco County, California",655
G0600750020102,2020-2024,CA,,,California,06,San Francisco County,075,,,020102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020102,,,06075020102,"Census Tract 201.02, San Francisco County, California",3463,"Census Tract 201.02, San Francisco County, California",874
G0600750020201,2020-2024,CA,,,California,06,San Francisco County,075,,,020201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020201,,,06075020201,"Census Tract 202.01, San Francisco County, California",1905,"Census Tract 202.01, San Francisco County, California",369
G0600750020202,2020-2024,CA,,,California,06,San Francisco County,075,,,020202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020202,,,06075020202,"Census Tract 202.02, San Francisco County, California",3979,"Census Tract 202.02, San Francisco County, California",529
G0600750020300,2020-2024,CA,,,California,06,San Francisco County,075,,,020300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020300,,,06075020300,"Census Tract 203, San Francisco County, California",3419,"Census Tract 203, San Francisco County, California",507
G0600750020401,2020-2024,CA,,,California,06,San Francisco County,075,,,020401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020401,,,06075020401,"Census Tract 204.01, San Francisco County, California",3400,"Census Tract 204.01, San Francisco County, California",358
G0600750020402,2020-2024,CA,,,California,06,San Francisco County,075,,,020402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020402,,,06075020402,"Census Tract 204.02, San Francisco County, California",4061,"Census Tract 204.02, San Francisco County, California",481
G0600750020500,2020-2024,CA,,,California,06,San Francisco County,075,,,020500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020500,,,06075020500,"Census Tract 205, San Francisco County, California",2789,"Census Tract 205, San Francisco County, California",453
G0600750020601,2020-2024,CA,,,California,06,San Francisco County,075,,,020601,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020601,,,06075020601,"Census Tract 206.01, San Francisco County, California",3007,"Census Tract 206.01, San Francisco County, California",504
G0600750020602,2020-2024,CA,,,California,06,San Francisco County,075,,,020602,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020602,,,06075020602,"Census Tract 206.02, San Francisco County, California",2379,"Census Tract 206.02, San Francisco County, California",445
G0600750020701,2020-2024,CA,,,California,06,San Francisco County,075,,,020701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020701,,,06075020701,"Census Tract 207.01, San Francisco County, California",3357,"Census Tract 207.01, San Francisco County, California",591
G0600750020702,2020-2024,CA,,,California,06,San Francisco County,075,,,020702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020702,,,06075020702,"Census Tract 207.02, San Francisco County, California",1995,"Census Tract 207.02, San Francisco County, California",243
G0600750020801,2020-2024,CA,,,California,06,San Francisco County,075,,,020801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020801,,,06075020801,"Census Tract 208.01, San Francisco County, California",3767,"Census Tract 208.01, San Francisco County, California",762
G0600750020802,2020-2024,CA,,,California,06,San Francisco County,075,,,020802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020802,,,06075020802,"Census Tract 208.02, San Francisco County, California",2188,"Census Tract 208.02, San Francisco County, California",450
G0600750020900,2020-2024,CA,,,California,06,San Francisco County,075,,,020900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075020900,,,06075020900,"Census Tract 209, San Francisco County, California",3746,"Census Tract 209, San Francisco County, California",727
G0600750021000,2020-2024,CA,,,California,06,San Francisco County,075,,,021000,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021000,,,06075021000,"Census Tract 210, San Francisco County, California",3609,"Census Tract 210, San Francisco County, California",647
G0600750021100,2020-2024,CA,,,California,06,San Francisco County,075,,,021100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021100,,,06075021100,"Census Tract 211, San Francisco County, California",4086,"Census Tract 211, San Francisco County, California",405
G0600750021200,2020-2024,CA,,,California,06,San Francisco County,075,,,021200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021200,,,06075021200,"Census Tract 212, San Francisco County, California",2917,"Census Tract 212, San Francisco County, California",364
G0600750021300,2020-2024,CA,,,California,06,San Francisco County,075,,,021300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021300,,,06075021300,"Census Tract 213, San Francisco County, California",2427,"Census Tract 213, San Francisco County, California",448
G0600750021400,2020-2024,CA,,,California,06,San Francisco County,075,,,021400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021400,,,06075021400,"Census Tract 214, San Francisco County, California",3460,"Census Tract 214, San Francisco County, California",382
G0600750021500,2020-2024,CA,,,California,06,San Francisco County,075,,,021500,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021500,,,06075021500,"Census Tract 215, San Francisco County, California",5181,"Census Tract 215, San Francisco County, California",685
G0600750021600,2020-2024,CA,,,California,06,San Francisco County,075,,,021600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021600,,,06075021600,"Census Tract 216, San Francisco County, California",4531,"Census Tract 216, San Francisco County, California",572
G0600750021700,2020-2024,CA,,,California,06,San Francisco County,075,,,021700,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021700,,,06075021700,"Census Tract 217, San Francisco County, California",4432,"Census Tract 217, San Francisco County, California",643
G0600750021800,2020-2024,CA,,,California,06,San Francisco County,075,,,021800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075021800,,,06075021800,"Census Tract 218, San Francisco County, California",4208,"Census Tract 218, San Francisco County, California",502
G0600750022600,2020-2024,CA,,,California,06,San Francisco County,075,,,022600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022600,,,06075022600,"Census Tract 226, San Francisco County, California",4452,"Census Tract 226, San Francisco County, California",435
G0600750022702,2020-2024,CA,,,California,06,San Francisco County,075,,,022702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022702,,,06075022702,"Census Tract 227.02, San Francisco County, California",1960,"Census Tract 227.02, San Francisco County, California",374
G0600750022704,2020-2024,CA,,,California,06,San Francisco County,075,,,022704,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022704,,,06075022704,"Census Tract 227.04, San Francisco County, California",4026,"Census Tract 227.04, San Francisco County, California",527
G0600750022801,2020-2024,CA,,,California,06,San Francisco County,075,,,022801,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022801,,,06075022801,"Census Tract 228.01, San Francisco County, California",4765,"Census Tract 228.01, San Francisco County, California",944
G0600750022802,2020-2024,CA,,,California,06,San Francisco County,075,,,022802,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022802,,,06075022802,"Census Tract 228.02, San Francisco County, California",2103,"Census Tract 228.02, San Francisco County, California",255
G0600750022803,2020-2024,CA,,,California,06,San Francisco County,075,,,022803,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022803,,,06075022803,"Census Tract 228.03, San Francisco County, California",4117,"Census Tract 228.03, San Francisco County, California",627
G0600750022901,2020-2024,CA,,,California,06,San Francisco County,075,,,022901,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022901,,,06075022901,"Census Tract 229.01, San Francisco County, California",4542,"Census Tract 229.01, San Francisco County, California",646
G0600750022902,2020-2024,CA,,,California,06,San Francisco County,075,,,022902,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022902,,,06075022902,"Census Tract 229.02, San Francisco County, California",1891,"Census Tract 229.02, San Francisco County, California",255
G0600750022903,2020-2024,CA,,,California,06,San Francisco County,075,,,022903,,,,,,,,,,,,,,,,,,,,,,,1400000US06075022903,,,06075022903,"Census Tract 229.03, San Francisco County, California",2798,"Census Tract 229.03, San Francisco County, California",543
G0600750023001,2020-2024,CA,,,California,06,San Francisco County,075,,,023001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023001,,,06075023001,"Census Tract 230.01, San Francisco County, California",5108,"Census Tract 230.01, San Francisco County, California",785
G0600750023003,2020-2024,CA,,,California,06,San Francisco County,075,,,023003,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023003,,,06075023003,"Census Tract 230.03, San Francisco County, California",3812,"Census Tract 230.03, San Francisco County, California",447
G0600750023102,2020-2024,CA,,,California,06,San Francisco County,075,,,023102,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023102,,,06075023102,"Census Tract 231.02, San Francisco County, California",3231,"Census Tract 231.02, San Francisco County, California",709
G0600750023103,2020-2024,CA,,,California,06,San Francisco County,075,,,023103,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023103,,,06075023103,"Census Tract 231.03, San Francisco County, California",4545,"Census Tract 231.03, San Francisco County, California",645
G0600750023200,2020-2024,CA,,,California,06,San Francisco County,075,,,023200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023200,,,06075023200,"Census Tract 232, San Francisco County, California",3570,"Census Tract 232, San Francisco County, California",739
G0600750023300,2020-2024,CA,,,California,06,San Francisco County,075,,,023300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023300,,,06075023300,"Census Tract 233, San Francisco County, California",3818,"Census Tract 233, San Francisco County, California",517
G0600750023400,2020-2024,CA,,,California,06,San Francisco County,075,,,023400,,,,,,,,,,,,,,,,,,,,,,,1400000US06075023400,,,06075023400,"Census Tract 234, San Francisco County, California",3536,"Census Tract 234, San Francisco County, California",794
G0600750025100,2020-2024,CA,,,California,06,San Francisco County,075,,,025100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025100,,,06075025100,"Census Tract 251, San Francisco County, California",3504,"Census Tract 251, San Francisco County, California",580
G0600750025200,2020-2024,CA,,,California,06,San Francisco County,075,,,025200,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025200,,,06075025200,"Census Tract 252, San Francisco County, California",5415,"Census Tract 252, San Francisco County, California",686
G0600750025300,2020-2024,CA,,,California,06,San Francisco County,075,,,025300,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025300,,,06075025300,"Census Tract 253, San Francisco County, California",4302,"Census Tract 253, San Francisco County, California",931
G0600750025401,2020-2024,CA,,,California,06,San Francisco County,075,,,025401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025401,,,06075025401,"Census Tract 254.01, San Francisco County, California",3567,"Census Tract 254.01, San Francisco County, California",674
G0600750025402,2020-2024,CA,,,California,06,San Francisco County,075,,,025402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025402,,,06075025402,"Census Tract 254.02, San Francisco County, California",2901,"Census Tract 254.02, San Francisco County, California",712
G0600750025403,2020-2024,CA,,,California,06,San Francisco County,075,,,025403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025403,,,06075025403,"Census Tract 254.03, San Francisco County, California",4410,"Census Tract 254.03, San Francisco County, California",649
G0600750025501,2020-2024,CA,,,California,06,San Francisco County,075,,,025501,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025501,,,06075025501,"Census Tract 255.01, San Francisco County, California",4235,"Census Tract 255.01, San Francisco County, California",1414
G0600750025502,2020-2024,CA,,,California,06,San Francisco County,075,,,025502,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025502,,,06075025502,"Census Tract 255.02, San Francisco County, California",3739,"Census Tract 255.02, San Francisco County, California",624
G0600750025600,2020-2024,CA,,,California,06,San Francisco County,075,,,025600,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025600,,,06075025600,"Census Tract 256, San Francisco County, California",5419,"Census Tract 256, San Francisco County, California",673
G0600750025701,2020-2024,CA,,,California,06,San Francisco County,075,,,025701,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025701,,,06075025701,"Census Tract 257.01, San Francisco County, California",4604,"Census Tract 257.01, San Francisco County, California",929
G0600750025702,2020-2024,CA,,,California,06,San Francisco County,075,,,025702,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025702,,,06075025702,"Census Tract 257.02, San Francisco County, California",4545,"Census Tract 257.02, San Francisco County, California",570
G0600750025800,2020-2024,CA,,,California,06,San Francisco County,075,,,025800,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025800,,,06075025800,"Census Tract 258, San Francisco County, California",1603,"Census Tract 258, San Francisco County, California",374
G0600750025900,2020-2024,CA,,,California,06,San Francisco County,075,,,025900,,,,,,,,,,,,,,,,,,,,,,,1400000US06075025900,,,06075025900,"Census Tract 259, San Francisco County, California",4034,"Census Tract 259, San Francisco County, California",566
G0600750026001,2020-2024,CA,,,California,06,San Francisco County,075,,,026001,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026001,,,06075026001,"Census Tract 260.01, San Francisco County, California",5625,"Census Tract 260.01, San Francisco County, California",945
G0600750026002,2020-2024,CA,,,California,06,San Francisco County,075,,,026002,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026002,,,06075026002,"Census Tract 260.02, San Francisco County, California",3641,"Census Tract 260.02, San Francisco County, California",389
G0600750026003,2020-2024,CA,,,California,06,San Francisco County,075,,,026003,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026003,,,06075026003,"Census Tract 260.03, San Francisco County, California",4639,"Census Tract 260.03, San Francisco County, California",639
G0600750026004,2020-2024,CA,,,California,06,San Francisco County,075,,,026004,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026004,,,06075026004,"Census Tract 260.04, San Francisco County, California",3840,"Census Tract 260.04, San Francisco County, California",421
G0600750026100,2020-2024,CA,,,California,06,San Francisco County,075,,,026100,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026100,,,06075026100,"Census Tract 261, San Francisco County, California",6811,"Census Tract 261, San Francisco County, California",906
G0600750026201,2020-2024,CA,,,California,06,San Francisco County,075,,,026201,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026201,,,06075026201,"Census Tract 262.01, San Francisco County, California",3856,"Census Tract 262.01, San Francisco County, California",496
G0600750026202,2020-2024,CA,,,California,06,San Francisco County,075,,,026202,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026202,,,06075026202,"Census Tract 262.02, San Francisco County, California",3706,"Census Tract 262.02, San Francisco County, California",635
G0600750026301,2020-2024,CA,,,California,06,San Francisco County,075,,,026301,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026301,,,06075026301,"Census Tract 263.01, San Francisco County, California",5019,"Census Tract 263.01, San Francisco County, California",755
G0600750026302,2020-2024,CA,,,California,06,San Francisco County,075,,,026302,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026302,,,06075026302,"Census Tract 263.02, San Francisco County, California",4302,"Census Tract 263.02, San Francisco County, California",572
G0600750026303,2020-2024,CA,,,California,06,San Francisco County,075,,,026303,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026303,,,06075026303,"Census Tract 263.03, San Francisco County, California",4600,"Census Tract 263.03, San Francisco County, California",636
G0600750026401,2020-2024,CA,,,California,06,San Francisco County,075,,,026401,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026401,,,06075026401,"Census Tract 264.01, San Francisco County, California",3194,"Census Tract 264.01, San Francisco County, California",498
G0600750026402,2020-2024,CA,,,California,06,San Francisco County,075,,,026402,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026402,,,06075026402,"Census Tract 264.02, San Francisco County, California",4660,"Census Tract 264.02, San Francisco County, California",1346
G0600750026403,2020-2024,CA,,,California,06,San Francisco County,075,,,026403,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026403,,,06075026403,"Census Tract 264.03, San Francisco County, California",3685,"Census Tract 264.03, San Francisco County, California",594
G0600750026404,2020-2024,CA,,,California,06,San Francisco County,075,,,026404,,,,,,,,,,,,,,,,,,,,,,,1400000US06075026404,,,06075026404,"Census Tract 264.04, San Francisco County, California",2422,"Census Tract 264.04, San Francisco County, California",294
G0600750030101,2020-2024,CA,,,California,06,San Francisco County,075,,,030101,,,,,,,,,,,,,,,,,,,,,,,1400000US06075030101,,,06075030101,"Census Tract 301.01, San Francisco County, California",4389,"Census Tract 301.01, San Francisco County, California",666
